Date	Hour	Stage
1/1/85	0.0	-001.000
1/1/85	0.5	-001.000
1/1/85	1.0	-001.000
1/1/85	1.5	-001.000
1/1/85	2.0	000.234
1/1/85	2.5	000.234
1/1/85	3.0	000.236
1/1/85	3.5	000.236
1/1/85	4.0	000.236
1/1/85	4.5	000.236
1/1/85	5.0	000.235
1/1/85	5.5	000.235
1/1/85	6.0	000.235
1/1/85	6.5	000.235
1/1/85	7.0	000.235
1/1/85	7.5	000.235
1/1/85	8.0	000.235
1/1/85	8.5	000.235
1/1/85	9.0	000.235
1/1/85	9.5	000.235
1/1/85	10.0	000.234
1/1/85	10.5	000.234
1/1/85	11.0	000.234
1/1/85	11.5	000.234
1/1/85	12.0	000.234
1/1/85	12.5	000.234
1/1/85	13.0	000.234
1/1/85	13.5	000.234
1/1/85	14.0	000.234
1/1/85	14.5	000.234
1/1/85	15.0	000.233
1/1/85	15.5	000.233
1/1/85	16.0	000.233
1/1/85	16.5	000.233
1/1/85	17.0	000.233
1/1/85	17.5	000.233
1/1/85	18.0	000.233
1/1/85	18.5	000.233
1/1/85	19.0	000.233
1/1/85	19.5	000.232
1/1/85	20.0	000.232
1/1/85	20.5	000.232
1/1/85	21.0	000.231
1/1/85	21.5	000.227
1/1/85	22.0	000.233
1/1/85	22.5	000.233
1/1/85	23.0	000.233
1/1/85	23.5	000.233
1/2/85	0.0	000.233
1/2/85	0.5	000.232
1/2/85	1.0	000.232
1/2/85	1.5	000.232
1/2/85	2.0	000.232
1/2/85	2.5	000.232
1/2/85	3.0	000.232
1/2/85	3.5	000.232
1/2/85	4.0	000.232
1/2/85	4.5	000.232
1/2/85	5.0	000.232
1/2/85	5.5	000.232
1/2/85	6.0	000.232
1/2/85	6.5	000.232
1/2/85	7.0	000.232
1/2/85	7.5	000.232
1/2/85	8.0	000.232
1/2/85	8.5	000.232
1/2/85	9.0	000.231
1/2/85	9.5	000.231
1/2/85	10.0	000.231
1/2/85	10.5	000.231
1/2/85	11.0	000.231
1/2/85	11.5	000.231
1/2/85	12.0	000.231
1/2/85	12.5	000.231
1/2/85	13.0	000.231
1/2/85	13.5	000.230
1/2/85	14.0	000.230
1/2/85	14.5	000.230
1/2/85	15.0	000.230
1/2/85	15.5	000.230
1/2/85	16.0	000.230
1/2/85	16.5	000.230
1/2/85	17.0	000.230
1/2/85	17.5	000.229
1/2/85	18.0	000.229
1/2/85	18.5	000.229
1/2/85	19.0	000.229
1/2/85	19.5	000.229
1/2/85	20.0	000.228
1/2/85	20.5	000.228
1/2/85	21.0	000.228
1/2/85	21.5	000.228
1/2/85	22.0	000.228
1/2/85	22.5	000.228
1/2/85	23.0	000.228
1/2/85	23.5	000.228
1/3/85	0.0	000.228
1/3/85	0.5	000.228
1/3/85	1.0	000.228
1/3/85	1.5	000.228
1/3/85	2.0	000.228
1/3/85	2.5	000.228
1/3/85	3.0	000.228
1/3/85	3.5	000.228
1/3/85	4.0	000.228
1/3/85	4.5	000.228
1/3/85	5.0	000.227
1/3/85	5.5	000.227
1/3/85	6.0	000.227
1/3/85	6.5	000.227
1/3/85	7.0	000.227
1/3/85	7.5	000.227
1/3/85	8.0	000.227
1/3/85	8.5	000.227
1/3/85	9.0	000.227
1/3/85	9.5	000.227
1/3/85	10.0	000.226
1/3/85	10.5	000.226
1/3/85	11.0	000.226
1/3/85	11.5	000.226
1/3/85	12.0	000.226
1/3/85	12.5	000.226
1/3/85	13.0	000.226
1/3/85	13.5	000.226
1/3/85	14.0	000.226
1/3/85	14.5	000.226
1/3/85	15.0	000.226
1/3/85	15.5	000.226
1/3/85	16.0	000.226
1/3/85	16.5	000.226
1/3/85	17.0	000.226
1/3/85	17.5	000.226
1/3/85	18.0	000.226
1/3/85	18.5	000.226
1/3/85	19.0	000.225
1/3/85	19.5	000.225
1/3/85	20.0	000.225
1/3/85	20.5	000.225
1/3/85	21.0	000.225
1/3/85	21.5	000.225
1/3/85	22.0	000.225
1/3/85	22.5	000.225
1/3/85	23.0	000.225
1/3/85	23.5	000.225
1/4/85	0.0	000.225
1/4/85	0.5	000.225
1/4/85	1.0	000.225
1/4/85	1.5	000.225
1/4/85	2.0	000.225
1/4/85	2.5	000.225
1/4/85	3.0	000.225
1/4/85	3.5	000.225
1/4/85	4.0	000.225
1/4/85	4.5	000.225
1/4/85	5.0	000.225
1/4/85	5.5	000.225
1/4/85	6.0	000.225
1/4/85	6.5	000.225
1/4/85	7.0	000.225
1/4/85	7.5	000.224
1/4/85	8.0	000.224
1/4/85	8.5	000.224
1/4/85	9.0	000.224
1/4/85	9.5	000.224
1/4/85	10.0	000.224
1/4/85	10.5	000.224
1/4/85	11.0	000.224
1/4/85	11.5	000.224
1/4/85	12.0	000.224
1/4/85	12.5	000.224
1/4/85	13.0	000.224
1/4/85	13.5	000.224
1/4/85	14.0	000.224
1/4/85	14.5	000.224
1/4/85	15.0	000.224
1/4/85	15.5	000.224
1/4/85	16.0	000.224
1/4/85	16.5	000.224
1/4/85	17.0	000.224
1/4/85	17.5	000.224
1/4/85	18.0	000.224
1/4/85	18.5	000.224
1/4/85	19.0	000.224
1/4/85	19.5	000.224
1/4/85	20.0	000.224
1/4/85	20.5	000.224
1/4/85	21.0	000.224
1/4/85	21.5	000.224
1/4/85	22.0	000.224
1/4/85	22.5	000.224
1/4/85	23.0	000.224
1/4/85	23.5	000.224
1/5/85	0.0	000.224
1/5/85	0.5	000.224
1/5/85	1.0	000.224
1/5/85	1.5	000.224
1/5/85	2.0	000.224
1/5/85	2.5	000.224
1/5/85	3.0	000.224
1/5/85	3.5	000.224
1/5/85	4.0	000.224
1/5/85	4.5	000.224
1/5/85	5.0	000.224
1/5/85	5.5	000.224
1/5/85	6.0	000.224
1/5/85	6.5	000.224
1/5/85	7.0	000.224
1/5/85	7.5	000.224
1/5/85	8.0	000.224
1/5/85	8.5	000.224
1/5/85	9.0	000.224
1/5/85	9.5	000.224
1/5/85	10.0	000.224
1/5/85	10.5	000.224
1/5/85	11.0	000.224
1/5/85	11.5	000.224
1/5/85	12.0	000.224
1/5/85	12.5	000.224
1/5/85	13.0	000.224
1/5/85	13.5	000.224
1/5/85	14.0	000.224
1/5/85	14.5	000.225
1/5/85	15.0	000.225
1/5/85	15.5	000.225
1/5/85	16.0	000.225
1/5/85	16.5	000.225
1/5/85	17.0	000.225
1/5/85	17.5	000.225
1/5/85	18.0	000.225
1/5/85	18.5	000.225
1/5/85	19.0	000.225
1/5/85	19.5	000.225
1/5/85	20.0	000.225
1/5/85	20.5	000.225
1/5/85	21.0	000.225
1/5/85	21.5	000.225
1/5/85	22.0	000.225
1/5/85	22.5	000.225
1/5/85	23.0	000.225
1/5/85	23.5	000.225
1/6/85	0.0	000.225
1/6/85	0.5	000.225
1/6/85	1.0	000.225
1/6/85	1.5	000.225
1/6/85	2.0	000.226
1/6/85	2.5	000.226
1/6/85	3.0	000.226
1/6/85	3.5	000.226
1/6/85	4.0	000.226
1/6/85	4.5	000.226
1/6/85	5.0	000.226
1/6/85	5.5	000.226
1/6/85	6.0	000.226
1/6/85	6.5	000.226
1/6/85	7.0	000.227
1/6/85	7.5	000.227
1/6/85	8.0	000.227
1/6/85	8.5	000.227
1/6/85	9.0	000.227
1/6/85	9.5	000.227
1/6/85	10.0	000.227
1/6/85	10.5	000.227
1/6/85	11.0	000.227
1/6/85	11.5	000.227
1/6/85	12.0	000.227
1/6/85	12.5	000.227
1/6/85	13.0	000.227
1/6/85	13.5	000.227
1/6/85	14.0	000.227
1/6/85	14.5	000.227
1/6/85	15.0	000.227
1/6/85	15.5	000.227
1/6/85	16.0	000.227
1/6/85	16.5	000.228
1/6/85	17.0	000.228
1/6/85	17.5	000.228
1/6/85	18.0	000.228
1/6/85	18.5	000.228
1/6/85	19.0	000.228
1/6/85	19.5	000.228
1/6/85	20.0	000.228
1/6/85	20.5	000.228
1/6/85	21.0	000.228
1/6/85	21.5	000.229
1/6/85	22.0	000.229
1/6/85	22.5	000.229
1/6/85	23.0	000.229
1/6/85	23.5	000.229
1/7/85	0.0	000.229
1/7/85	0.5	000.229
1/7/85	1.0	000.229
1/7/85	1.5	000.229
1/7/85	2.0	000.229
1/7/85	2.5	000.229
1/7/85	3.0	000.229
1/7/85	3.5	000.229
1/7/85	4.0	000.229
1/7/85	4.5	000.229
1/7/85	5.0	000.229
1/7/85	5.5	000.229
1/7/85	6.0	000.229
1/7/85	6.5	000.230
1/7/85	7.0	000.230
1/7/85	7.5	000.230
1/7/85	8.0	000.230
1/7/85	8.5	000.230
1/7/85	9.0	000.231
1/7/85	9.5	000.231
1/7/85	10.0	000.231
1/7/85	10.5	000.231
1/7/85	11.0	000.231
1/7/85	11.5	000.231
1/7/85	12.0	000.231
1/7/85	12.5	000.231
1/7/85	13.0	000.231
1/7/85	13.5	000.231
1/7/85	14.0	000.231
1/7/85	14.5	000.231
1/7/85	15.0	000.231
1/7/85	15.5	000.231
1/7/85	16.0	000.231
1/7/85	16.5	000.231
1/7/85	17.0	000.232
1/7/85	17.5	000.232
1/7/85	18.0	000.232
1/7/85	18.5	000.232
1/7/85	19.0	000.232
1/7/85	19.5	000.232
1/7/85	20.0	000.232
1/7/85	20.5	000.232
1/7/85	21.0	000.232
1/7/85	21.5	000.233
1/7/85	22.0	000.233
1/7/85	22.5	000.233
1/7/85	23.0	000.233
1/7/85	23.5	000.233
1/8/85	0.0	000.233
1/8/85	0.5	000.233
1/8/85	1.0	000.233
1/8/85	1.5	000.233
1/8/85	2.0	000.233
1/8/85	2.5	000.233
1/8/85	3.0	000.232
1/8/85	3.5	000.232
1/8/85	4.0	000.232
1/8/85	4.5	000.232
1/8/85	5.0	000.232
1/8/85	5.5	000.232
1/8/85	6.0	000.232
1/8/85	6.5	000.232
1/8/85	7.0	000.232
1/8/85	7.5	000.232
1/8/85	8.0	000.233
1/8/85	8.5	000.233
1/8/85	9.0	000.233
1/8/85	9.5	000.233
1/8/85	10.0	000.233
1/8/85	10.5	000.233
1/8/85	11.0	000.233
1/8/85	11.5	000.233
1/8/85	12.0	000.233
1/8/85	12.5	000.233
1/8/85	13.0	000.234
1/8/85	13.5	000.234
1/8/85	14.0	000.234
1/8/85	14.5	000.234
1/8/85	15.0	000.234
1/8/85	15.5	000.234
1/8/85	16.0	000.234
1/8/85	16.5	000.234
1/8/85	17.0	000.234
1/8/85	17.5	000.234
1/8/85	18.0	000.234
1/8/85	18.5	000.234
1/8/85	19.0	000.234
1/8/85	19.5	000.234
1/8/85	20.0	000.234
1/8/85	20.5	000.234
1/8/85	21.0	000.234
1/8/85	21.5	000.234
1/8/85	22.0	000.235
1/8/85	22.5	000.235
1/8/85	23.0	000.235
1/8/85	23.5	000.235
1/9/85	0.0	000.235
1/9/85	0.5	000.235
1/9/85	1.0	000.235
1/9/85	1.5	000.235
1/9/85	2.0	000.235
1/9/85	2.5	000.235
1/9/85	3.0	000.234
1/9/85	3.5	000.234
1/9/85	4.0	000.234
1/9/85	4.5	000.234
1/9/85	5.0	000.234
1/9/85	5.5	000.234
1/9/85	6.0	000.234
1/9/85	6.5	000.234
1/9/85	7.0	000.234
1/9/85	7.5	000.235
1/9/85	8.0	000.235
1/9/85	8.5	000.235
1/9/85	9.0	000.235
1/9/85	9.5	000.235
1/9/85	10.0	000.235
1/9/85	10.5	000.235
1/9/85	11.0	000.235
1/9/85	11.5	000.235
1/9/85	12.0	000.235
1/9/85	12.5	000.235
1/9/85	13.0	000.235
1/9/85	13.5	000.234
1/9/85	14.0	000.234
1/9/85	14.5	000.234
1/9/85	15.0	000.234
1/9/85	15.5	000.234
1/9/85	16.0	000.234
1/9/85	16.5	000.234
1/9/85	17.0	000.234
1/9/85	17.5	000.234
1/9/85	18.0	000.234
1/9/85	18.5	000.234
1/9/85	19.0	000.234
1/9/85	19.5	000.234
1/9/85	20.0	000.235
1/9/85	20.5	000.235
1/9/85	21.0	000.235
1/9/85	21.5	000.235
1/9/85	22.0	000.235
1/9/85	22.5	000.235
1/9/85	23.0	000.235
1/9/85	23.5	000.235
1/10/85	0.0	000.236
1/10/85	0.5	000.236
1/10/85	1.0	000.236
1/10/85	1.5	000.236
1/10/85	2.0	000.236
1/10/85	2.5	000.236
1/10/85	3.0	000.237
1/10/85	3.5	000.237
1/10/85	4.0	000.237
1/10/85	4.5	000.237
1/10/85	5.0	000.237
1/10/85	5.5	000.237
1/10/85	6.0	000.237
1/10/85	6.5	000.237
1/10/85	7.0	000.237
1/10/85	7.5	000.237
1/10/85	8.0	000.237
1/10/85	8.5	000.237
1/10/85	9.0	000.237
1/10/85	9.5	000.236
1/10/85	10.0	000.236
1/10/85	10.5	000.236
1/10/85	11.0	000.236
1/10/85	11.5	000.236
1/10/85	12.0	000.236
1/10/85	12.5	000.236
1/10/85	13.0	000.236
1/10/85	13.5	000.236
1/10/85	14.0	000.235
1/10/85	14.5	000.235
1/10/85	15.0	000.235
1/10/85	15.5	000.235
1/10/85	16.0	000.235
1/10/85	16.5	000.235
1/10/85	17.0	000.235
1/10/85	17.5	000.234
1/10/85	18.0	000.234
1/10/85	18.5	000.234
1/10/85	19.0	000.234
1/10/85	19.5	000.234
1/10/85	20.0	000.234
1/10/85	20.5	000.234
1/10/85	21.0	000.234
1/10/85	21.5	000.234
1/10/85	22.0	000.234
1/10/85	22.5	000.233
1/10/85	23.0	000.233
1/10/85	23.5	000.233
1/11/85	0.0	000.233
1/11/85	0.5	000.233
1/11/85	1.0	000.233
1/11/85	1.5	000.233
1/11/85	2.0	000.233
1/11/85	2.5	000.233
1/11/85	3.0	000.233
1/11/85	3.5	000.233
1/11/85	4.0	000.233
1/11/85	4.5	000.233
1/11/85	5.0	000.233
1/11/85	5.5	000.232
1/11/85	6.0	000.232
1/11/85	6.5	000.232
1/11/85	7.0	000.232
1/11/85	7.5	000.232
1/11/85	8.0	000.232
1/11/85	8.5	000.232
1/11/85	9.0	000.232
1/11/85	9.5	000.232
1/11/85	10.0	000.232
1/11/85	10.5	000.232
1/11/85	11.0	000.232
1/11/85	11.5	000.231
1/11/85	12.0	000.230
1/11/85	12.5	000.230
1/11/85	13.0	000.230
1/11/85	13.5	000.230
1/11/85	14.0	000.231
1/11/85	14.5	000.231
1/11/85	15.0	000.231
1/11/85	15.5	000.231
1/11/85	16.0	000.231
1/11/85	16.5	000.231
1/11/85	17.0	000.231
1/11/85	17.5	000.231
1/11/85	18.0	000.231
1/11/85	18.5	000.230
1/11/85	19.0	000.230
1/11/85	19.5	000.230
1/11/85	20.0	000.230
1/11/85	20.5	000.230
1/11/85	21.0	000.229
1/11/85	21.5	000.229
1/11/85	22.0	000.229
1/11/85	22.5	000.229
1/11/85	23.0	000.229
1/11/85	23.5	000.229
1/12/85	0.0	000.229
1/12/85	0.5	000.229
1/12/85	1.0	000.229
1/12/85	1.5	000.229
1/12/85	2.0	000.229
1/12/85	2.5	000.229
1/12/85	3.0	000.229
1/12/85	3.5	000.229
1/12/85	4.0	000.229
1/12/85	4.5	000.229
1/12/85	5.0	000.229
1/12/85	5.5	000.229
1/12/85	6.0	000.229
1/12/85	6.5	000.229
1/12/85	7.0	000.229
1/12/85	7.5	000.229
1/12/85	8.0	000.228
1/12/85	8.5	000.228
1/12/85	9.0	000.228
1/12/85	9.5	000.228
1/12/85	10.0	000.228
1/12/85	10.5	000.228
1/12/85	11.0	000.228
1/12/85	11.5	000.228
1/12/85	12.0	000.228
1/12/85	12.5	000.227
1/12/85	13.0	000.227
1/12/85	13.5	000.227
1/12/85	14.0	000.227
1/12/85	14.5	000.227
1/12/85	15.0	000.226
1/12/85	15.5	000.226
1/12/85	16.0	000.226
1/12/85	16.5	000.226
1/12/85	17.0	000.226
1/12/85	17.5	000.226
1/12/85	18.0	000.226
1/12/85	18.5	000.226
1/12/85	19.0	000.226
1/12/85	19.5	000.226
1/12/85	20.0	000.226
1/12/85	20.5	000.226
1/12/85	21.0	000.226
1/12/85	21.5	000.226
1/12/85	22.0	000.226
1/12/85	22.5	000.226
1/12/85	23.0	000.226
1/12/85	23.5	000.225
1/13/85	0.0	000.225
1/13/85	0.5	000.225
1/13/85	1.0	000.225
1/13/85	1.5	000.225
1/13/85	2.0	000.225
1/13/85	2.5	000.225
1/13/85	3.0	000.224
1/13/85	3.5	000.224
1/13/85	4.0	000.220
1/13/85	4.5	000.220
1/13/85	5.0	000.223
1/13/85	5.5	000.223
1/13/85	6.0	000.223
1/13/85	6.5	000.223
1/13/85	7.0	000.223
1/13/85	7.5	000.223
1/13/85	8.0	000.223
1/13/85	8.5	000.223
1/13/85	9.0	000.223
1/13/85	9.5	000.223
1/13/85	10.0	000.223
1/13/85	10.5	000.223
1/13/85	11.0	000.223
1/13/85	11.5	000.223
1/13/85	12.0	000.223
1/13/85	12.5	000.223
1/13/85	13.0	000.222
1/13/85	13.5	000.222
1/13/85	14.0	000.222
1/13/85	14.5	000.222
1/13/85	15.0	000.222
1/13/85	15.5	000.222
1/13/85	16.0	000.222
1/13/85	16.5	000.222
1/13/85	17.0	000.222
1/13/85	17.5	000.222
1/13/85	18.0	000.222
1/13/85	18.5	000.222
1/13/85	19.0	000.222
1/13/85	19.5	000.222
1/13/85	20.0	000.222
1/13/85	20.5	000.222
1/13/85	21.0	000.222
1/13/85	21.5	000.222
1/13/85	22.0	000.222
1/13/85	22.5	000.222
1/13/85	23.0	000.222
1/13/85	23.5	000.222
1/14/85	0.0	000.222
1/14/85	0.5	000.222
1/14/85	1.0	000.222
1/14/85	1.5	000.222
1/14/85	2.0	000.222
1/14/85	2.5	000.222
1/14/85	3.0	000.221
1/14/85	3.5	000.220
1/14/85	4.0	000.220
1/14/85	4.5	000.220
1/14/85	5.0	000.220
1/14/85	5.5	000.220
1/14/85	6.0	000.220
1/14/85	6.5	000.220
1/14/85	7.0	000.220
1/14/85	7.5	000.219
1/14/85	8.0	000.219
1/14/85	8.5	000.219
1/14/85	9.0	000.219
