Date	Hour	Stage	
1/1/61	0.0	000.222	
1/1/61	0.5	000.222	
1/1/61	1.0	000.222	
1/1/61	1.5	000.222	
1/1/61	2.0	000.222	
1/1/61	2.5	000.222	
1/1/61	3.0	000.222	
1/1/61	3.5	000.223	
1/1/61	4.0	000.223	
1/1/61	4.5	000.223	
1/1/61	5.0	000.223	
1/1/61	5.5	000.224	
1/1/61	6.0	000.224	
1/1/61	6.5	000.224	
1/1/61	7.0	000.224	
1/1/61	7.5	000.225	
1/1/61	8.0	000.225	
1/1/61	8.5	000.225	
1/1/61	9.0	000.225	
1/1/61	9.5	000.226	
1/1/61	10.0	000.226	
1/1/61	10.5	000.227	
1/1/61	11.0	000.227	
1/1/61	11.5	000.227	
1/1/61	12.0	000.227	
1/1/61	12.5	000.228	
1/1/61	13.0	000.228	
1/1/61	13.5	000.228	
1/1/61	14.0	000.228	
1/1/61	14.5	000.227	
1/1/61	15.0	000.227	
1/1/61	15.5	000.227	
1/1/61	16.0	000.226	
1/1/61	16.5	000.226	
1/1/61	17.0	000.225	
1/1/61	17.5	000.225	
1/1/61	18.0	000.224	
1/1/61	18.5	000.224	
1/1/61	19.0	000.223	
1/1/61	19.5	000.223	
1/1/61	20.0	000.222	
1/1/61	20.5	000.222	
1/1/61	21.0	000.221	
1/1/61	21.5	000.221	
1/1/61	22.0	000.220	
1/1/61	22.5	000.220	
1/1/61	23.0	000.219	
1/1/61	23.5	000.219	
1/2/61	0.0	000.218	
1/2/61	0.5	000.218	
1/2/61	1.0	000.218	
1/2/61	1.5	000.218	
1/2/61	2.0	000.218	
1/2/61	2.5	000.218	
1/2/61	3.0	000.217	
1/2/61	3.5	000.217	
1/2/61	4.0	000.217	
1/2/61	4.5	000.217	
1/2/61	5.0	000.217	
1/2/61	5.5	000.216	
1/2/61	6.0	000.216	
1/2/61	6.5	000.216	
1/2/61	7.0	000.216	
1/2/61	7.5	000.215	
1/2/61	8.0	000.215	
1/2/61	8.5	000.215	
1/2/61	9.0	000.216	
1/2/61	9.5	000.216	
1/2/61	10.0	000.216	
1/2/61	10.5	000.216	
1/2/61	11.0	000.216	
1/2/61	11.5	000.216	
1/2/61	12.0	000.216	
1/2/61	12.5	000.217	
1/2/61	13.0	000.217	
1/2/61	13.5	000.218	
1/2/61	14.0	000.218	
1/2/61	14.5	000.219	
1/2/61	15.0	000.219	
1/2/61	15.5	000.219	
1/2/61	16.0	000.219	
1/2/61	16.5	000.219	
1/2/61	17.0	000.220	
1/2/61	17.5	000.220	
1/2/61	18.0	000.220	
1/2/61	18.5	000.220	
1/2/61	19.0	000.220	
1/2/61	19.5	000.220	
1/2/61	20.0	000.220	
1/2/61	20.5	000.220	
1/2/61	21.0	000.219	
1/2/61	21.5	000.219	
1/2/61	22.0	000.219	
1/2/61	22.5	000.219	
1/2/61	23.0	000.218	
1/2/61	23.5	000.218	
1/3/61	0.0	000.218	
