Date	Hour	Stage	
1/1/90	0.0	000.310	
1/1/90	0.5	000.310	
1/1/90	1.0	000.310	
1/1/90	1.5	000.310	
1/1/90	2.0	000.310	
1/1/90	2.5	000.310	
1/1/90	3.0	000.310	
1/1/90	3.5	000.310	
1/1/90	4.0	000.310	
1/1/90	4.5	000.310	
1/1/90	5.0	000.310	
1/1/90	5.5	000.310	
1/1/90	6.0	000.310	
1/1/90	6.5	000.310	
1/1/90	7.0	000.310	
1/1/90	7.5	000.310	
1/1/90	8.0	000.310	
1/1/90	8.5	000.310	
1/1/90	9.0	000.310	
1/1/90	9.5	000.310	
1/1/90	10.0	000.310	
1/1/90	10.5	000.310	
1/1/90	11.0	000.310	
1/1/90	11.5	000.310	
1/1/90	12.0	000.310	
1/1/90	12.5	000.310	
1/1/90	13.0	000.310	
1/1/90	13.5	000.310	
1/1/90	14.0	000.309	
1/1/90	14.5	000.309	
1/1/90	15.0	000.309	
1/1/90	15.5	000.309	
1/1/90	16.0	000.309	
1/1/90	16.5	000.309	
1/1/90	17.0	000.309	
1/1/90	17.5	000.309	
1/1/90	18.0	000.309	
1/1/90	18.5	000.309	
1/1/90	19.0	000.309	
1/1/90	19.5	000.309	
1/1/90	20.0	000.309	
1/1/90	20.5	000.306	
1/1/90	21.0	000.306	
1/1/90	21.5	000.306	
1/1/90	22.0	000.306	
1/1/90	22.5	000.306	
1/1/90	23.0	000.306	
1/1/90	23.5	000.306	
1/2/90	0.0	000.306	
1/2/90	0.5	000.306	
1/2/90	1.0	000.306	
1/2/90	1.5	000.306	
1/2/90	2.0	000.306	
1/2/90	2.5	000.306	
1/2/90	3.0	000.306	
1/2/90	3.5	000.306	
1/2/90	4.0	000.306	
1/2/90	4.5	000.306	
1/2/90	5.0	000.306	
1/2/90	5.5	000.306	
1/2/90	6.0	000.306	
1/2/90	6.5	000.306	
1/2/90	7.0	000.306	
1/2/90	7.5	000.306	
1/2/90	8.0	000.306	
1/2/90	8.5	000.306	
1/2/90	9.0	000.306	
1/2/90	9.5	000.305	
1/2/90	10.0	000.305	
1/2/90	10.5	000.305	
1/2/90	11.0	000.305	
1/2/90	11.5	000.305	
1/2/90	12.0	000.305	
1/2/90	12.5	000.305	
1/2/90	13.0	000.305	
1/2/90	13.5	000.305	
1/2/90	14.0	000.305	
1/2/90	14.5	000.304	
1/2/90	15.0	000.304	
1/2/90	15.5	000.304	
1/2/90	16.0	000.304	
1/2/90	16.5	000.304	
1/2/90	17.0	000.304	
1/2/90	17.5	000.303	
1/2/90	18.0	000.303	
1/2/90	18.5	000.303	
1/2/90	19.0	000.303	
1/2/90	19.5	000.303	
1/2/90	20.0	000.302	
1/2/90	20.5	000.302	
1/2/90	21.0	000.302	
1/2/90	21.5	000.302	
1/2/90	22.0	000.302	
1/2/90	22.5	000.302	
1/2/90	23.0	000.302	
1/2/90	23.5	000.301	
1/3/90	0.0	000.301	
1/3/90	0.5	000.301	
1/3/90	1.0	000.301	
1/3/90	1.5	000.301	
1/3/90	2.0	000.301	
1/3/90	2.5	000.301	
1/3/90	3.0	000.301	
1/3/90	3.5	000.301	
1/3/90	4.0	000.301	
1/3/90	4.5	000.301	
1/3/90	5.0	000.301	
1/3/90	5.5	000.301	
1/3/90	6.0	000.301	
1/3/90	6.5	000.301	
1/3/90	7.0	000.301	
1/3/90	7.5	000.301	
1/3/90	8.0	000.301	
1/3/90	8.5	000.301	
1/3/90	9.0	000.301	
1/3/90	9.5	000.301	
1/3/90	10.0	000.300	
1/3/90	10.5	000.300	
1/3/90	11.0	000.300	
1/3/90	11.5	000.300	
1/3/90	12.0	000.300	
1/3/90	12.5	000.300	
1/3/90	13.0	000.300	
1/3/90	13.5	000.300	
1/3/90	14.0	000.300	
1/3/90	14.5	000.300	
1/3/90	15.0	000.300	
1/3/90	15.5	000.300	
1/3/90	16.0	000.301	
1/3/90	16.5	000.301	
1/3/90	17.0	000.301	
1/3/90	17.5	000.301	
1/3/90	18.0	000.301	
1/3/90	18.5	000.301	
1/3/90	19.0	000.301	
1/3/90	19.5	000.301	
1/3/90	20.0	000.301	
1/3/90	20.5	000.301	
1/3/90	21.0	000.301	
1/3/90	21.5	000.301	
1/3/90	22.0	000.301	
1/3/90	22.5	000.302	
1/3/90	23.0	000.302	
1/3/90	23.5	000.302	
1/4/90	0.0	000.302	
1/4/90	0.5	000.302	
1/4/90	1.0	000.302	
1/4/90	1.5	000.302	
1/4/90	2.0	000.302	
1/4/90	2.5	000.302	
1/4/90	3.0	000.302	
1/4/90	3.5	000.302	
1/4/90	4.0	000.302	
1/4/90	4.5	000.302	
1/4/90	5.0	000.302	
1/4/90	5.5	000.302	
1/4/90	6.0	000.302	
1/4/90	6.5	000.302	
1/4/90	7.0	000.302	
1/4/90	7.5	000.302	
1/4/90	8.0	000.302	
1/4/90	8.5	000.301	
1/4/90	9.0	000.300	
1/4/90	9.5	000.299	
1/4/90	10.0	000.298	
1/4/90	10.5	000.298	
1/4/90	11.0	000.304	
1/4/90	11.5	000.305	
1/4/90	12.0	000.306	
1/4/90	12.5	000.307	
1/4/90	13.0	000.307	
1/4/90	13.5	000.308	
1/4/90	14.0	000.309	
1/4/90	14.5	000.308	
1/4/90	15.0	000.308	
1/4/90	15.5	000.308	
1/4/90	16.0	000.308	
1/4/90	16.5	000.308	
1/4/90	17.0	000.307	
1/4/90	17.5	000.307	
1/4/90	18.0	000.306	
1/4/90	18.5	000.305	
1/4/90	19.0	000.305	
1/4/90	19.5	000.304	
1/4/90	20.0	000.303	
1/4/90	20.5	000.303	
1/4/90	21.0	000.302	
1/4/90	21.5	000.302	
1/4/90	22.0	000.302	
1/4/90	22.5	000.301	
1/4/90	23.0	000.301	
1/4/90	23.5	000.300	
1/5/90	0.0	000.300	
1/5/90	0.5	000.300	
1/5/90	1.0	000.299	
1/5/90	1.5	000.299	
1/5/90	2.0	000.299	
1/5/90	2.5	000.299	
1/5/90	3.0	000.299	
1/5/90	3.5	000.299	
1/5/90	4.0	000.299	
1/5/90	4.5	000.299	
1/5/90	5.0	000.299	
1/5/90	5.5	000.298	
1/5/90	6.0	000.298	
1/5/90	6.5	000.298	
1/5/90	7.0	000.298	
1/5/90	7.5	000.298	
1/5/90	8.0	000.298	
1/5/90	8.5	000.298	
1/5/90	9.0	000.298	
1/5/90	9.5	000.299	
1/5/90	10.0	000.299	
1/5/90	10.5	000.299	
1/5/90	11.0	000.299	
1/5/90	11.5	000.299	
1/5/90	12.0	000.299	
1/5/90	12.5	000.299	
1/5/90	13.0	000.299	
1/5/90	13.5	000.299	
1/5/90	14.0	000.299	
1/5/90	14.5	000.299	
1/5/90	15.0	000.300	
1/5/90	15.5	000.302	
1/5/90	16.0	000.305	
1/5/90	16.5	000.307	
1/5/90	17.0	000.310	
1/5/90	17.5	000.314	
1/5/90	18.0	000.320	
1/5/90	18.5	000.329	
1/5/90	19.0	000.340	
1/5/90	19.5	000.353	
1/5/90	20.0	000.366	
1/5/90	20.5	000.378	
1/5/90	21.0	000.393	
1/5/90	21.5	000.408	
1/5/90	22.0	000.420	
1/5/90	22.5	000.428	
1/5/90	23.0	000.432	
1/5/90	23.5	000.433	
1/6/90	0.0	000.433	
1/6/90	0.5	000.432	
1/6/90	1.0	000.427	
1/6/90	1.5	000.419	
1/6/90	2.0	000.411	
1/6/90	2.5	000.403	
1/6/90	3.0	000.396	
1/6/90	3.5	000.390	
1/6/90	4.0	000.385	
1/6/90	4.5	000.380	
1/6/90	5.0	000.376	
1/6/90	5.5	000.372	
1/6/90	6.0	000.369	
1/6/90	6.5	000.365	
1/6/90	7.0	000.363	
1/6/90	7.5	000.361	
1/6/90	8.0	000.358	
1/6/90	8.5	000.356	
1/6/90	9.0	000.354	
1/6/90	9.5	000.352	
1/6/90	10.0	000.350	
1/6/90	10.5	000.349	
1/6/90	11.0	000.348	
1/6/90	11.5	000.347	
1/6/90	12.0	000.346	
1/6/90	12.5	000.345	
1/6/90	13.0	000.344	
1/6/90	13.5	000.343	
1/6/90	14.0	000.343	
1/6/90	14.5	000.342	
1/6/90	15.0	000.341	
1/6/90	15.5	000.341	
1/6/90	16.0	000.340	
1/6/90	16.5	000.340	
1/6/90	17.0	000.340	
1/6/90	17.5	000.340	
1/6/90	18.0	000.339	
1/6/90	18.5	000.339	
1/6/90	19.0	000.339	
1/6/90	19.5	000.341	
1/6/90	20.0	000.352	
1/6/90	20.5	000.374	
1/6/90	21.0	000.408	
1/6/90	21.5	000.450	
1/6/90	22.0	000.496	
1/6/90	22.5	000.545	
1/6/90	23.0	000.592	
1/6/90	23.5	000.631	
1/7/90	0.0	000.657	
1/7/90	0.5	000.678	
1/7/90	1.0	000.701	
1/7/90	1.5	000.729	
1/7/90	2.0	000.753	
1/7/90	2.5	000.770	
1/7/90	3.0	000.782	
1/7/90	3.5	000.788	
1/7/90	4.0	000.793	
1/7/90	4.5	000.801	
1/7/90	5.0	000.810	
1/7/90	5.5	000.816	
1/7/90	6.0	000.820	
1/7/90	6.5	000.822	
1/7/90	7.0	000.822	
1/7/90	7.5	000.823	
1/7/90	8.0	000.821	
1/7/90	8.5	000.818	
1/7/90	9.0	000.815	
1/7/90	9.5	000.812	
1/7/90	10.0	000.809	
1/7/90	10.5	000.805	
1/7/90	11.0	000.803	
1/7/90	11.5	000.801	
1/7/90	12.0	000.799	
1/7/90	12.5	000.797	
1/7/90	13.0	000.795	
1/7/90	13.5	000.793	
1/7/90	14.0	000.792	
1/7/90	14.5	000.790	
1/7/90	15.0	000.789	
1/7/90	15.5	000.787	
1/7/90	16.0	000.785	
1/7/90	16.5	000.784	
1/7/90	17.0	000.783	
1/7/90	17.5	000.781	
1/7/90	18.0	000.780	
1/7/90	18.5	000.778	
