eri12.eri.nau.edu	01:35 pm  Wednesday January 4, 2006	Festuca arizonica
denver-254.blm.gov	04:30 pm  Wednesday January 4, 2006	
za605354d.ip.fs.fed.us	03:53 pm  Wednesday January 11, 2006	
za6020fb4.ip.fs.fed.us	09:59 am  Wednesday January 18, 2006	Prunus emarginata
za6020fb4.ip.fs.fed.us	10:01 am  Wednesday January 18, 2006	Prunus emarginata
za60702ee.ip.fs.fed.us	07:24 am  Monday January 23, 2006	
za6066b6e.ip.fs.fed.us	01:03 pm  Thursday January 26, 2006	Ceanothus pumilus
24-216-229-119.dhcp.mdfd.or.charter.com	08:32 pm  Thursday January 26, 2006	arctostaphylos patula
denver-254.blm.gov	12:12 pm  Sunday January 29, 2006	
denver-254.blm.gov	12:17 pm  Sunday January 29, 2006	
denver-254.blm.gov	12:18 pm  Sunday January 29, 2006	
za6020c32.ip.fs.fed.us	06:44 am  Tuesday January 31, 2006	sasc
host-69-144-128-184.hmt-mt.client.bresnan.net	10:49 am  Friday February 3, 2006	
za6020fb4.ip.fs.fed.us	02:28 pm  Friday February 3, 2006	Prunus virginiana
za6020fb4.ip.fs.fed.us	02:32 pm  Friday February 3, 2006	Prunus virginiana
za6020c32.ip.fs.fed.us	10:35 am  Wednesday February 8, 2006	Physocarpus malvceus
za6020c32.ip.fs.fed.us	12:11 pm  Wednesday February 8, 2006	ceanothus velutinus
za6020fac.ip.fs.fed.us	08:35 am  Thursday February 9, 2006	prunus virginiana
za6020fac.ip.fs.fed.us	08:55 am  Thursday February 9, 2006	
za6020fac.ip.fs.fed.us	08:56 am  Thursday February 9, 2006	Prunus virginiana 
165.83.91.110	10:05 am  Monday February 13, 2006	
67.41.22.225	01:07 pm  Friday February 17, 2006	quercus ilicifolia
69.145.176.9	07:54 pm  Wednesday February 22, 2006	
umma183.dn70.umontana.edu	12:51 pm  Thursday February 23, 2006	
umma080.dn73.umontana.edu	12:51 pm  Thursday February 23, 2006	
umma183.dn70.umontana.edu	01:12 pm  Thursday February 23, 2006	
umma176.dn71.umontana.edu	01:14 pm  Thursday February 23, 2006	ceanothus americanus
umma100.dn76.umontana.edu	01:14 pm  Thursday February 23, 2006	
umma183.dn70.umontana.edu	01:16 pm  Thursday February 23, 2006	
umma077.dn73.umontana.edu	01:16 pm  Thursday February 23, 2006	
umma177.dn70.umontana.edu	01:16 pm  Thursday February 23, 2006	
umma002.dn73.umontana.edu	01:16 pm  Thursday February 23, 2006	
umma181.dn72.umontana.edu	01:16 pm  Thursday February 23, 2006	
umma184.dn70.umontana.edu	01:16 pm  Thursday February 23, 2006	
umma080.dn73.umontana.edu	01:16 pm  Thursday February 23, 2006	
umma081.dn73.umontana.edu	01:16 pm  Thursday February 23, 2006	
umma229.dn65.umontana.edu	01:16 pm  Thursday February 23, 2006	
umma248.dn67.umontana.edu	01:16 pm  Thursday February 23, 2006	
umma237.dn65.umontana.edu	01:16 pm  Thursday February 23, 2006	
umma176.dn71.umontana.edu	01:17 pm  Thursday February 23, 2006	
umma081.dn73.umontana.edu	01:19 pm  Thursday February 23, 2006	
umma119.dn65.umontana.edu	01:19 pm  Thursday February 23, 2006	
umma183.dn70.umontana.edu	01:20 pm  Thursday February 23, 2006	
umma119.dn65.umontana.edu	01:21 pm  Thursday February 23, 2006	
umma100.dn76.umontana.edu	01:22 pm  Thursday February 23, 2006	
umma119.dn65.umontana.edu	01:23 pm  Thursday February 23, 2006	
